ic,band,window,n_time,omega,k,label,period_steps,share
IC38,global,boxcar,3024,6,0,annual x2,504.0,0.005410289015470169
IC38,global,boxcar,3024,9,0,annual x3,336.0,0.0025410320209482556
IC38,global,boxcar,3024,12,0,annual x4,252.0,0.0014852535295125195
IC38,global,boxcar,3024,15,0,annual x5,201.6,0.00158941945251964
IC38,global,boxcar,3024,18,0,annual x6,168.0,0.0004265677986693488
IC38,global,boxcar,3024,126,-1,diurnal,24.0,0.0006949099070736486
IC38,global,boxcar,3024,252,-2,diurnal x2,12.0,4.763242439788958e-08
IC38,global,boxcar,3024,378,-3,diurnal x3,8.0,3.6147800824351657e-09
IC38,global,boxcar,3024,504,-4,diurnal x4,6.0,3.0956671800219416e-09
IC38,global,hann,3024,-504,4,diurnal x4,6.0,4.176144069456709e-11
IC38,global,hann,3024,-378,3,diurnal x3,8.0,2.836765791342354e-10
IC38,global,hann,3024,-252,2,diurnal x2,12.0,2.4132732938275346e-10
IC38,global,hann,3024,-126,1,diurnal,24.0,0.0007271874236960171
IC38,global,hann,3024,-18,0,annual x6,168.0,5.2195042249618284e-05
IC38,global,hann,3024,-15,0,annual x5,201.6,0.001053044368142913
IC38,global,hann,3024,-12,0,annual x4,252.0,0.00019454838063616856
IC38,global,hann,3024,-9,0,annual x3,336.0,0.0012748318553263028
IC38,global,hann,3024,-6,0,annual x2,504.0,0.002484560105192965
IC38,global,hann,3024,-3,0,annual,1008.0,0.0042677513694312245
IC38,global,hann,3024,3,0,annual,1008.0,0.004267751369431226
IC38,global,hann,3024,6,0,annual x2,504.0,0.0024845601051929657
IC38,global,hann,3024,9,0,annual x3,336.0,0.0012748318553263028
IC38,global,hann,3024,12,0,annual x4,252.0,0.0001945483806361686
IC38,global,hann,3024,15,0,annual x5,201.6,0.0010530443681429139
IC38,global,hann,3024,18,0,annual x6,168.0,5.219504224961828e-05
IC38,global,hann,3024,126,-1,diurnal,24.0,0.0007271874236960172
IC38,global,hann,3024,252,-2,diurnal x2,12.0,2.413273293827425e-10
IC38,global,hann,3024,378,-3,diurnal x3,8.0,2.836765791342353e-10
IC38,global,hann,3024,504,-4,diurnal x4,6.0,4.176144069456645e-11
IC39,tropics,boxcar,3024,-504,4,diurnal x4,6.0,1.7375962414334216e-09
IC39,tropics,boxcar,3024,-378,3,diurnal x3,8.0,8.961923320587081e-09
IC39,tropics,boxcar,3024,-252,2,diurnal x2,12.0,1.32796537433575e-08
IC39,tropics,boxcar,3024,-126,1,diurnal,24.0,0.02264996661783218
IC39,tropics,boxcar,3024,-18,0,annual x6,168.0,0.000714922724261228
IC39,tropics,boxcar,3024,-15,0,annual x5,201.6,0.0010658087376111092
IC39,tropics,boxcar,3024,-12,0,annual x4,252.0,0.0011226844726562005
IC39,tropics,boxcar,3024,-9,0,annual x3,336.0,0.002342249032077709
IC39,tropics,boxcar,3024,-6,0,annual x2,504.0,0.00436297236269815
IC39,tropics,boxcar,3024,-3,0,annual,1008.0,0.025088804014974257
IC39,tropics,boxcar,3024,3,0,annual,1008.0,0.02508880401497427
IC39,tropics,boxcar,3024,6,0,annual x2,504.0,0.00436297236269815
IC39,tropics,boxcar,3024,9,0,annual x3,336.0,0.002342249032077708
IC39,tropics,boxcar,3024,12,0,annual x4,252.0,0.001122684472656201
IC39,tropics,boxcar,3024,15,0,annual x5,201.6,0.0010658087376111101
IC39,tropics,boxcar,3024,18,0,annual x6,168.0,0.000714922724261228
IC39,tropics,boxcar,3024,126,-1,diurnal,24.0,0.02264996661783218
IC39,tropics,boxcar,3024,252,-2,diurnal x2,12.0,1.3279653743357533e-08
IC39,tropics,boxcar,3024,378,-3,diurnal x3,8.0,8.961923320587007e-09
IC39,tropics,boxcar,3024,504,-4,diurnal x4,6.0,1.7375962414334207e-09
IC39,tropics,hann,3024,-504,4,diurnal x4,6.0,1.327032773794946e-10
IC39,tropics,hann,3024,-378,3,diurnal x3,8.0,7.507741002731579e-10
IC39,tropics,hann,3024,-252,2,diurnal x2,12.0,1.8205705717554422e-09
IC39,tropics,hann,3024,-126,1,diurnal,24.0,0.028391711123728774
IC39,tropics,hann,3024,-18,0,annual x6,168.0,2.607722318258908e-05
IC39,tropics,hann,3024,-15,0,annual x5,201.6,3.40853477706008e-05
IC39,tropics,hann,3024,-12,0,annual x4,252.0,0.00011458085320730304
IC39,tropics,hann,3024,-9,0,annual x3,336.0,9.57405198999185e-05
IC39,tropics,hann,3024,-6,0,annual x2,504.0,0.00044804242907166866
IC39,tropics,hann,3024,-3,0,annual,1008.0,0.00046831999359783793
IC39,tropics,hann,3024,3,0,annual,1008.0,0.0004683199935978378
IC39,tropics,hann,3024,6,0,annual x2,504.0,0.0004480424290716688
IC39,tropics,hann,3024,9,0,annual x3,336.0,9.574051989991866e-05
IC39,tropics,hann,3024,12,0,annual x4,252.0,0.00011458085320730307
IC39,tropics,hann,3024,15,0,annual x5,201.6,3.408534777060087e-05
IC39,tropics,hann,3024,18,0,annual x6,168.0,2.6077223182589076e-05
IC39,tropics,hann,3024,126,-1,diurnal,24.0,0.028391711123728774
IC39,tropics,hann,3024,252,-2,diurnal x2,12.0,1.820570571755449e-09
IC39,tropics,hann,3024,378,-3,diurnal x3,8.0,7.507741002731647e-10
IC39,tropics,hann,3024,504,-4,diurnal x4,6.0,1.3270327737949324e-10
IC39,midlat_N,boxcar,3024,-504,4,diurnal x4,6.0,1.3208675121855118e-09
IC39,midlat_N,boxcar,3024,-378,3,diurnal x3,8.0,7.838331542365531e-09
IC39,midlat_N,boxcar,3024,-252,2,diurnal x2,12.0,7.204936731232066e-08
IC39,midlat_N,boxcar,3024,-126,1,diurnal,24.0,0.0012847635183577013
IC39,midlat_N,boxcar,3024,-18,0,annual x6,168.0,0.0005087276212831512
IC39,midlat_N,boxcar,3024,-15,0,annual x5,201.6,0.0005119426811563754
IC39,midlat_N,boxcar,3024,-12,0,annual x4,252.0,0.001135514799368431
IC39,midlat_N,boxcar,3024,-9,0,annual x3,336.0,0.0021144894986701865
IC39,midlat_N,boxcar,3024,-6,0,annual x2,504.0,0.003447047787982622
IC39,midlat_N,boxcar,3024,-3,0,annual,1008.0,0.024592438308101743
IC39,midlat_N,boxcar,3024,3,0,annual,1008.0,0.02459243830810175
IC39,midlat_N,boxcar,3024,6,0,annual x2,504.0,0.0034470477879826223
IC39,midlat_N,boxcar,3024,9,0,annual x3,336.0,0.0021144894986701865
IC39,midlat_N,boxcar,3024,12,0,annual x4,252.0,0.0011355147993684313
IC39,midlat_N,boxcar,3024,15,0,annual x5,201.6,0.000511942681156376
IC39,midlat_N,boxcar,3024,18,0,annual x6,168.0,0.0005087276212831512
IC39,midlat_N,boxcar,3024,126,-1,diurnal,24.0,0.0012847635183577013
IC39,midlat_N,boxcar,3024,252,-2,diurnal x2,12.0,7.204936731232043e-08
IC39,midlat_N,boxcar,3024,378,-3,diurnal x3,8.0,7.838331542365543e-09
IC39,midlat_N,boxcar,3024,504,-4,diurnal x4,6.0,1.320867512185503e-09
IC39,midlat_N,hann,3024,-504,4,diurnal x4,6.0,2.577753854907783e-11
IC39,midlat_N,hann,3024,-378,3,diurnal x3,8.0,2.215779764938002e-10
IC39,midlat_N,hann,3024,-252,2,diurnal x2,12.0,4.724395199076734e-10
IC39,midlat_N,hann,3024,-126,1,diurnal,24.0,0.001408417821034467
IC39,midlat_N,hann,3024,-18,0,annual x6,168.0,4.237400942198375e-05
IC39,midlat_N,hann,3024,-15,0,annual x5,201.6,2.310937213210057e-05
IC39,midlat_N,hann,3024,-12,0,annual x4,252.0,0.00015043483342422887
IC39,midlat_N,hann,3024,-9,0,annual x3,336.0,0.0003542015224435616
IC39,midlat_N,hann,3024,-6,0,annual x2,504.0,0.0003988900186394174
IC39,midlat_N,hann,3024,-3,0,annual,1008.0,0.0025334389716941508
IC39,midlat_N,hann,3024,3,0,annual,1008.0,0.0025334389716941508
IC39,midlat_N,hann,3024,6,0,annual x2,504.0,0.0003988900186394174
IC39,midlat_N,hann,3024,9,0,annual x3,336.0,0.0003542015224435618
IC39,midlat_N,hann,3024,12,0,annual x4,252.0,0.00015043483342422887
IC39,midlat_N,hann,3024,15,0,annual x5,201.6,2.3109372132100574e-05
IC39,midlat_N,hann,3024,18,0,annual x6,168.0,4.237400942198378e-05
IC39,midlat_N,hann,3024,126,-1,diurnal,24.0,0.001408417821034467
IC39,midlat_N,hann,3024,252,-2,diurnal x2,12.0,4.724395199076871e-10
IC39,midlat_N,hann,3024,378,-3,diurnal x3,8.0,2.2157797649379996e-10
IC39,midlat_N,hann,3024,504,-4,diurnal x4,6.0,2.5777538549078462e-11
IC39,midlat_S,boxcar,3024,-504,4,diurnal x4,6.0,6.622834266844006e-09
IC39,midlat_S,boxcar,3024,-378,3,diurnal x3,8.0,5.2122599776781766e-08
IC39,midlat_S,boxcar,3024,-252,2,diurnal x2,12.0,1.2545191232211448e-07
IC39,midlat_S,boxcar,3024,-126,1,diurnal,24.0,0.002038545821356641
IC39,midlat_S,boxcar,3024,-18,0,annual x6,168.0,6.0349435423307735e-05
IC39,midlat_S,boxcar,3024,-15,0,annual x5,201.6,6.146972842643899e-05
IC39,midlat_S,boxcar,3024,-12,0,annual x4,252.0,0.00011392208816899494
IC39,midlat_S,boxcar,3024,-9,0,annual x3,336.0,0.0002049604871710833
IC39,midlat_S,boxcar,3024,-6,0,annual x2,504.0,0.0003096378227227966
IC39,midlat_S,boxcar,3024,-3,0,annual,1008.0,0.0005159150330236005
IC39,midlat_S,boxcar,3024,3,0,annual,1008.0,0.0005159150330236006
IC39,midlat_S,boxcar,3024,6,0,annual x2,504.0,0.0003096378227227966
IC39,midlat_S,boxcar,3024,9,0,annual x3,336.0,0.00020496048717108336
IC39,midlat_S,boxcar,3024,12,0,annual x4,252.0,0.00011392208816899496
IC39,midlat_S,boxcar,3024,15,0,annual x5,201.6,6.146972842643902e-05
IC39,midlat_S,boxcar,3024,18,0,annual x6,168.0,6.0349435423307756e-05
IC39,midlat_S,boxcar,3024,126,-1,diurnal,24.0,0.0020385458213566412
IC39,midlat_S,boxcar,3024,252,-2,diurnal x2,12.0,1.2545191232211414e-07
IC39,midlat_S,boxcar,3024,378,-3,diurnal x3,8.0,5.2122599776781184e-08
IC39,midlat_S,boxcar,3024,504,-4,diurnal x4,6.0,6.622834266844011e-09
IC39,midlat_S,hann,3024,-504,4,diurnal x4,6.0,1.4354166658444292e-11
IC39,midlat_S,hann,3024,-378,3,diurnal x3,8.0,1.8601222480922625e-10
IC39,midlat_S,hann,3024,-252,2,diurnal x2,12.0,1.318709132591054e-09
IC39,midlat_S,hann,3024,-126,1,diurnal,24.0,0.0015350554123393092
IC39,midlat_S,hann,3024,-18,0,annual x6,168.0,2.5124013677463122e-05
IC39,midlat_S,hann,3024,-15,0,annual x5,201.6,2.0545599521257414e-05
IC39,midlat_S,hann,3024,-12,0,annual x4,252.0,0.00010924025126718679
IC39,midlat_S,hann,3024,-9,0,annual x3,336.0,0.00010151459474714166
IC39,midlat_S,hann,3024,-6,0,annual x2,504.0,4.031565047952132e-05
IC39,midlat_S,hann,3024,-3,0,annual,1008.0,0.0005278336680887894
IC39,midlat_S,hann,3024,3,0,annual,1008.0,0.0005278336680887895
IC39,midlat_S,hann,3024,6,0,annual x2,504.0,4.031565047952132e-05
IC39,midlat_S,hann,3024,9,0,annual x3,336.0,0.00010151459474714166
IC39,midlat_S,hann,3024,12,0,annual x4,252.0,0.00010924025126718682
IC39,midlat_S,hann,3024,15,0,annual x5,201.6,2.0545599521257424e-05
IC39,midlat_S,hann,3024,18,0,annual x6,168.0,2.5124013677463122e-05
IC39,midlat_S,hann,3024,126,-1,diurnal,24.0,0.0015350554123393096
IC39,midlat_S,hann,3024,252,-2,diurnal x2,12.0,1.3187091325910299e-09
IC39,midlat_S,hann,3024,378,-3,diurnal x3,8.0,1.860122248092024e-10
IC39,midlat_S,hann,3024,504,-4,diurnal x4,6.0,1.4354166658443737e-11
IC39,polar_N,boxcar,3024,-504,4,diurnal x4,6.0,2.515579752289901e-10
IC39,polar_N,boxcar,3024,-378,3,diurnal x3,8.0,1.293494485869619e-09
IC39,polar_N,boxcar,3024,-252,2,diurnal x2,12.0,6.243720965785286e-10
IC39,polar_N,boxcar,3024,-126,1,diurnal,24.0,1.9619745151854137e-05
IC39,polar_N,boxcar,3024,-18,0,annual x6,168.0,0.0002861669395032897
IC39,polar_N,boxcar,3024,-15,0,annual x5,201.6,0.0006485621535907784
IC39,polar_N,boxcar,3024,-12,0,annual x4,252.0,0.0014868590138682827
IC39,polar_N,boxcar,3024,-9,0,annual x3,336.0,0.0017338506589708958
IC39,polar_N,boxcar,3024,-6,0,annual x2,504.0,0.0035247870876896526
IC39,polar_N,boxcar,3024,-3,0,annual,1008.0,0.02074674017648704
IC39,polar_N,boxcar,3024,3,0,annual,1008.0,0.020746740176487043
IC39,polar_N,boxcar,3024,6,0,annual x2,504.0,0.003524787087689654
IC39,polar_N,boxcar,3024,9,0,annual x3,336.0,0.001733850658970895
IC39,polar_N,boxcar,3024,12,0,annual x4,252.0,0.0014868590138682827
IC39,polar_N,boxcar,3024,15,0,annual x5,201.6,0.0006485621535907794
IC39,polar_N,boxcar,3024,18,0,annual x6,168.0,0.0002861669395032896
IC39,polar_N,boxcar,3024,126,-1,diurnal,24.0,1.961974515185414e-05
IC39,polar_N,boxcar,3024,252,-2,diurnal x2,12.0,6.243720965785256e-10
IC39,polar_N,boxcar,3024,378,-3,diurnal x3,8.0,1.2934944858696138e-09
IC39,polar_N,boxcar,3024,504,-4,diurnal x4,6.0,2.5155797522899005e-10
IC39,polar_N,hann,3024,-504,4,diurnal x4,6.0,3.5058789844371233e-12
IC39,polar_N,hann,3024,-378,3,diurnal x3,8.0,1.231876787212118e-11
IC39,polar_N,hann,3024,-252,2,diurnal x2,12.0,5.2658851748443556e-11
IC39,polar_N,hann,3024,-126,1,diurnal,24.0,2.8111764888090327e-05
IC39,polar_N,hann,3024,-18,0,annual x6,168.0,8.572737349354077e-05
IC39,polar_N,hann,3024,-15,0,annual x5,201.6,2.4122632646898997e-05
IC39,polar_N,hann,3024,-12,0,annual x4,252.0,0.0008276721687258978
IC39,polar_N,hann,3024,-9,0,annual x3,336.0,0.0007333172498362654
IC39,polar_N,hann,3024,-6,0,annual x2,504.0,0.0016412060092356915
IC39,polar_N,hann,3024,-3,0,annual,1008.0,0.013970257911177071
IC39,polar_N,hann,3024,3,0,annual,1008.0,0.013970257911177075
IC39,polar_N,hann,3024,6,0,annual x2,504.0,0.0016412060092356917
IC39,polar_N,hann,3024,9,0,annual x3,336.0,0.0007333172498362655
IC39,polar_N,hann,3024,12,0,annual x4,252.0,0.0008276721687258978
IC39,polar_N,hann,3024,15,0,annual x5,201.6,2.4122632646898966e-05
IC39,polar_N,hann,3024,18,0,annual x6,168.0,8.572737349354085e-05
IC39,polar_N,hann,3024,126,-1,diurnal,24.0,2.8111764888090327e-05
IC39,polar_N,hann,3024,252,-2,diurnal x2,12.0,5.265885174844489e-11
IC39,polar_N,hann,3024,378,-3,diurnal x3,8.0,1.231876787212158e-11
IC39,polar_N,hann,3024,504,-4,diurnal x4,6.0,3.5058789844371253e-12
IC39,polar_S,boxcar,3024,-504,4,diurnal x4,6.0,2.2746570161384926e-09
IC39,polar_S,boxcar,3024,-378,3,diurnal x3,8.0,3.9071042586339155e-08
IC39,polar_S,boxcar,3024,-252,2,diurnal x2,12.0,9.695794280314384e-08
IC39,polar_S,boxcar,3024,-126,1,diurnal,24.0,0.0008664545788003916
IC39,polar_S,boxcar,3024,-18,0,annual x6,168.0,0.0003674087771176505
IC39,polar_S,boxcar,3024,-15,0,annual x5,201.6,0.00032004801890226633
IC39,polar_S,boxcar,3024,-12,0,annual x4,252.0,0.001155949890431307
IC39,polar_S,boxcar,3024,-9,0,annual x3,336.0,0.0012469396066412746
IC39,polar_S,boxcar,3024,-6,0,annual x2,504.0,0.0034241062236603182
IC39,polar_S,boxcar,3024,-3,0,annual,1008.0,0.011419967797339205
IC39,polar_S,boxcar,3024,3,0,annual,1008.0,0.011419967797339205
IC39,polar_S,boxcar,3024,6,0,annual x2,504.0,0.0034241062236603182
IC39,polar_S,boxcar,3024,9,0,annual x3,336.0,0.001246939606641275
IC39,polar_S,boxcar,3024,12,0,annual x4,252.0,0.0011559498904313071
IC39,polar_S,boxcar,3024,15,0,annual x5,201.6,0.0003200480189022666
IC39,polar_S,boxcar,3024,18,0,annual x6,168.0,0.00036740877711765056
IC39,polar_S,boxcar,3024,126,-1,diurnal,24.0,0.0008664545788003917
IC39,polar_S,boxcar,3024,252,-2,diurnal x2,12.0,9.695794280314358e-08
IC39,polar_S,boxcar,3024,378,-3,diurnal x3,8.0,3.90710425863388e-08
IC39,polar_S,boxcar,3024,504,-4,diurnal x4,6.0,2.274657016138503e-09
IC39,polar_S,hann,3024,-504,4,diurnal x4,6.0,2.3064393269309113e-10
IC39,polar_S,hann,3024,-378,3,diurnal x3,8.0,4.143065322564942e-10
IC39,polar_S,hann,3024,-252,2,diurnal x2,12.0,4.489277254308611e-10
IC39,polar_S,hann,3024,-126,1,diurnal,24.0,0.000930068482727688
IC39,polar_S,hann,3024,-18,0,annual x6,168.0,7.586316366141969e-05
IC39,polar_S,hann,3024,-15,0,annual x5,201.6,0.00045599990096386564
IC39,polar_S,hann,3024,-12,0,annual x4,252.0,0.002359003305644481
IC39,polar_S,hann,3024,-9,0,annual x3,336.0,0.0026026940679206383
IC39,polar_S,hann,3024,-6,0,annual x2,504.0,0.008237183854689526
IC39,polar_S,hann,3024,-3,0,annual,1008.0,0.0017900291084413265
IC39,polar_S,hann,3024,3,0,annual,1008.0,0.0017900291084413265
IC39,polar_S,hann,3024,6,0,annual x2,504.0,0.008237183854689528
IC39,polar_S,hann,3024,9,0,annual x3,336.0,0.0026026940679206387
IC39,polar_S,hann,3024,12,0,annual x4,252.0,0.0023590033056444817
IC39,polar_S,hann,3024,15,0,annual x5,201.6,0.00045599990096386597
IC39,polar_S,hann,3024,18,0,annual x6,168.0,7.586316366141965e-05
IC39,polar_S,hann,3024,126,-1,diurnal,24.0,0.0009300684827276883
IC39,polar_S,hann,3024,252,-2,diurnal x2,12.0,4.4892772543088135e-10
IC39,polar_S,hann,3024,378,-3,diurnal x3,8.0,4.1430653225649033e-10
IC39,polar_S,hann,3024,504,-4,diurnal x4,6.0,2.3064393269309108e-10
IC39,global,boxcar,3024,-504,4,diurnal x4,6.0,1.2481345374846964e-09
IC39,global,boxcar,3024,-378,3,diurnal x3,8.0,9.161535236473848e-09
IC39,global,boxcar,3024,-252,2,diurnal x2,12.0,3.017868928672163e-08
IC39,global,boxcar,3024,-126,1,diurnal,24.0,0.00127808596774917
IC39,global,boxcar,3024,-18,0,annual x6,168.0,0.00031934651810274937
IC39,global,boxcar,3024,-15,0,annual x5,201.6,0.000565871863904999
IC39,global,boxcar,3024,-12,0,annual x4,252.0,0.0012500372845406116
IC39,global,boxcar,3024,-9,0,annual x3,336.0,0.00164741424241707
IC39,global,boxcar,3024,-6,0,annual x2,504.0,0.0031817301975464985
IC39,global,boxcar,3024,-3,0,annual,1008.0,0.019193877211530593
IC39,global,boxcar,3024,3,0,annual,1008.0,0.019193877211530597
IC39,global,boxcar,3024,6,0,annual x2,504.0,0.003181730197546499
IC39,global,boxcar,3024,9,0,annual x3,336.0,0.0016474142424170695
IC39,global,boxcar,3024,12,0,annual x4,252.0,0.0012500372845406116
IC39,global,boxcar,3024,15,0,annual x5,201.6,0.0005658718639049997
IC39,global,boxcar,3024,18,0,annual x6,168.0,0.00031934651810274937
IC39,global,boxcar,3024,126,-1,diurnal,24.0,0.00127808596774917
IC39,global,boxcar,3024,252,-2,diurnal x2,12.0,3.0178689286721545e-08
IC39,global,boxcar,3024,378,-3,diurnal x3,8.0,9.161535236473778e-09
IC39,global,boxcar,3024,504,-4,diurnal x4,6.0,1.2481345374846954e-09
IC39,global,hann,3024,-504,4,diurnal x4,6.0,1.8093297397443326e-11
IC39,global,hann,3024,-378,3,diurnal x3,8.0,1.0976934381573254e-10
IC39,global,hann,3024,-252,2,diurnal x2,12.0,3.951610773551539e-10
IC39,global,hann,3024,-126,1,diurnal,24.0,0.0013976697784265362
IC39,global,hann,3024,-18,0,annual x6,168.0,6.59570574920939e-05
IC39,global,hann,3024,-15,0,annual x5,201.6,3.284230892021761e-05
IC39,global,hann,3024,-12,0,annual x4,252.0,0.0005978389370878403
IC39,global,hann,3024,-9,0,annual x3,336.0,0.0005821954427601422
IC39,global,hann,3024,-6,0,annual x2,504.0,0.0012581940288769033
IC39,global,hann,3024,-3,0,annual,1008.0,0.009026307550374625
IC39,global,hann,3024,3,0,annual,1008.0,0.009026307550374629
IC39,global,hann,3024,6,0,annual x2,504.0,0.0012581940288769033
IC39,global,hann,3024,9,0,annual x3,336.0,0.0005821954427601423
IC39,global,hann,3024,12,0,annual x4,252.0,0.0005978389370878404
IC39,global,hann,3024,15,0,annual x5,201.6,3.28423089202176e-05
IC39,global,hann,3024,18,0,annual x6,168.0,6.595705749209394e-05
IC39,global,hann,3024,126,-1,diurnal,24.0,0.0013976697784265362
IC39,global,hann,3024,252,-2,diurnal x2,12.0,3.95161077355154e-10
IC39,global,hann,3024,378,-3,diurnal x3,8.0,1.0976934381572907e-10
IC39,global,hann,3024,504,-4,diurnal x4,6.0,1.8093297397443323e-11
